Hour,Wind speed (m/s)_clipped,Visibility (10m)_clipped,Dew point temperature(°C)_clipped,Solar Radiation (MJ/m2)_clipped,Rainfall(mm)_clipped,Snowfall (cm)_clipped,Seasons,Holiday,Functioning Day,month,day
1,0.8,2000,-18.7,0.0,0.0,0.0,Winter,No Holiday,Yes,December,14
2,0.8,1903,-20.5,0.0,0.0,0.0,Winter,No Holiday,Yes,December,14
3,0.4,1651,-19.6,0.0,0.0,0.0,Winter,No Holiday,Yes,December,14
4,0.8,1718,-19.4,0.0,0.0,0.0,Winter,No Holiday,Yes,December,14
5,0.8,1648,-19.6,0.0,0.0,0.0,Winter,No Holiday,Yes,December,14
6,0.8,1541,-18.2,0.0,0.0,0.0,Winter,No Holiday,Yes,December,14
7,1.1,1387,-17.7,0.0,0.0,0.0,Winter,No Holiday,Yes,December,14
8,1.1,1432,-17.9,0.01,0.0,0.0,Winter,No Holiday,Yes,December,14
9,0.5,1680,-19.4,0.13,0.0,0.0,Winter,No Holiday,Yes,December,14
10,0.9,1555,-18.1,0.35,0.0,0.0,Winter,No Holiday,Yes,December,14
11,1.0,1587,-18.1,0.52,0.0,0.0,Winter,No Holiday,Yes,December,14
12,1.3,1768,-18.3,0.6,0.0,0.0,Winter,No Holiday,Yes,December,14
13,0.9,1827,-18.1,0.52,0.0,0.0,Winter,No Holiday,Yes,December,14
14,0.7,1857,-18.7,0.65,0.0,0.0,Winter,No Holiday,Yes,December,14
15,1.1,1667,-18.1,0.48,0.0,0.0,Winter,No Holiday,Yes,December,14
16,0.9,1878,-18.4,0.35,0.0,0.0,Winter,No Holiday,Yes,December,14
17,0.6,1723,-17.7,0.09,0.0,0.0,Winter,No Holiday,Yes,December,14
18,1.1,1414,-16.7,0.0,0.0,0.0,Winter,No Holiday,Yes,December,14
19,0.9,1216,-15.8,0.0,0.0,0.0,Winter,No Holiday,Yes,December,14
20,1.1,1397,-15.4,0.0,0.0,0.0,Winter,No Holiday,Yes,December,14
21,0.8,1351,-14.9,0.0,0.0,0.0,Winter,No Holiday,Yes,December,14
22,1.1,1369,-15.3,0.0,0.0,0.0,Winter,No Holiday,Yes,December,14
23,1.2,1290,-13.6,0.0,0.0,0.0,Winter,No Holiday,Yes,December,14
0,0.6,1262,-13.7,0.0,0.0,0.0,Winter,No Holiday,Yes,December,15
1,0.4,1148,-13.4,0.0,0.0,0.0,Winter,No Holiday,Yes,December,15
2,0.4,1089,-13.6,0.0,0.0,0.0,Winter,No Holiday,Yes,December,15
3,0.5,1111,-14.2,0.0,0.0,0.0,Winter,No Holiday,Yes,December,15
4,0.8,1058,-13.7,0.0,0.0,0.0,Winter,No Holiday,Yes,December,15
5,0.9,989,-13.1,0.0,0.0,0.0,Winter,No Holiday,Yes,December,15
6,0.7,906,-13.0,0.0,0.0,0.0,Winter,No Holiday,Yes,December,15
7,0.6,865,-12.8,0.0,0.0,0.0,Winter,No Holiday,Yes,December,15
8,1.1,791,-12.2,0.0,0.0,0.0,Winter,No Holiday,Yes,December,15
9,0.6,691,-12.4,0.09,0.0,0.0,Winter,No Holiday,Yes,December,15
10,0.8,648,-12.9,0.34,0.0,0.0,Winter,No Holiday,Yes,December,15
11,1.0,809,-12.9,0.42,0.0,0.0,Winter,No Holiday,Yes,December,15
12,0.7,895,-13.3,0.34,0.0,0.0,Winter,No Holiday,Yes,December,15
13,0.3,868,-13.4,0.32,0.0,0.0,Winter,No Holiday,Yes,December,15
14,0.8,826,-12.9,0.35,0.0,0.0,Winter,No Holiday,Yes,December,15
15,1.5,946,-13.5,0.42,0.0,0.0,Winter,No Holiday,Yes,December,15
16,0.6,994,-12.9,0.13,0.0,0.0,Winter,No Holiday,Yes,December,15
17,0.8,1016,-12.5,0.0,0.0,0.0,Winter,No Holiday,Yes,December,15
18,0.9,1485,-11.0,0.0,0.0,0.0,Winter,No Holiday,Yes,December,15
19,1.2,1550,-11.1,0.0,0.0,0.0,Winter,No Holiday,Yes,December,15
20,1.2,1113,-10.5,0.0,0.0,0.0,Winter,No Holiday,Yes,December,15
21,2.7,1283,-9.3,0.0,0.0,0.0,Winter,No Holiday,Yes,December,15
22,2.0,870,-9.5,0.0,0.0,0.0,Winter,No Holiday,Yes,December,15
23,2.5,792,-8.0,0.0,0.0,0.0,Winter,No Holiday,Yes,December,15
0,3.4,787,-6.7,0.0,0.0,0.0,Winter,No Holiday,Yes,December,16
1,2.9,582,-7.0,0.0,0.0,0.0,Winter,No Holiday,Yes,December,16
2,2.1,567,-8.2,0.0,0.0,0.0,Winter,No Holiday,Yes,December,16
3,1.6,651,-8.9,0.0,0.0,0.0,Winter,No Holiday,Yes,December,16
4,2.7,702,-9.6,0.0,0.0,0.0,Winter,No Holiday,Yes,December,16
5,2.0,662,-9.8,0.0,0.0,0.0,Winter,No Holiday,Yes,December,16
6,2.9,765,-10.8,0.0,0.0,0.0,Winter,No Holiday,Yes,December,16
7,2.1,977,-12.3,0.0,0.0,0.0,Winter,No Holiday,Yes,December,16
8,2.6,1112,-13.3,0.0,0.0,0.0,Winter,No Holiday,Yes,December,16
9,2.8,1724,-16.6,0.18,0.0,0.0,Winter,No Holiday,Yes,December,16
10,2.3,1893,-17.0,0.52,0.0,0.0,Winter,No Holiday,Yes,December,16
11,4.0,1991,-20.1,0.86,0.0,0.0,Winter,No Holiday,Yes,December,16
12,3.8,1998,-19.9,1.08,0.0,0.0,Winter,No Holiday,Yes,December,16
13,4.0,1980,-21.8,1.12,0.0,0.0,Winter,No Holiday,Yes,December,16
14,4.3,1966,-22.1,1.07,0.0,0.0,Winter,No Holiday,Yes,December,16
15,4.3999999999999995,2000,-22.0,0.86,0.0,0.0,Winter,No Holiday,Yes,December,16
16,3.5,2000,-21.0,0.54,0.0,0.0,Winter,No Holiday,Yes,December,16
17,2.6,2000,-21.2,0.17,0.0,0.0,Winter,No Holiday,Yes,December,16
18,3.5,2000,-21.0,0.0,0.0,0.0,Winter,No Holiday,Yes,December,16
19,2.4,2000,-20.0,0.0,0.0,0.0,Winter,No Holiday,Yes,December,16
20,3.4,2000,-18.9,0.0,0.0,0.0,Winter,No Holiday,Yes,December,16
21,3.2,2000,-18.7,0.0,0.0,0.0,Winter,No Holiday,Yes,December,16
22,1.6,2000,-18.6,0.0,0.0,0.0,Winter,No Holiday,Yes,December,16
23,2.2,2000,-18.9,0.0,0.0,0.0,Winter,No Holiday,Yes,December,16
0,2.0,2000,-19.0,0.0,0.0,0.0,Winter,No Holiday,Yes,December,17
1,1.6,2000,-19.6,0.0,0.0,0.0,Winter,No Holiday,Yes,December,17
2,2.8,2000,-19.8,0.0,0.0,0.0,Winter,No Holiday,Yes,December,17
3,3.1,2000,-20.1,0.0,0.0,0.0,Winter,No Holiday,Yes,December,17
4,1.9,2000,-20.6,0.0,0.0,0.0,Winter,No Holiday,Yes,December,17
5,3.1,2000,-20.5,0.0,0.0,0.0,Winter,No Holiday,Yes,December,17
6,2.3,2000,-20.4,0.0,0.0,0.0,Winter,No Holiday,Yes,December,17
7,2.3,2000,-20.6,0.0,0.0,0.0,Winter,No Holiday,Yes,December,17
8,0.9,2000,-20.8,0.0,0.0,0.0,Winter,No Holiday,Yes,December,17
9,1.1,1950,-22.1,0.19,0.0,0.0,Winter,No Holiday,Yes,December,17
10,1.5,1997,-22.6,0.58,0.0,0.0,Winter,No Holiday,Yes,December,17
11,1.8,1926,-22.2,0.88,0.0,0.0,Winter,No Holiday,Yes,December,17
12,2.6,1966,-21.9,1.08,0.0,0.0,Winter,No Holiday,Yes,December,17
13,3.2,1989,-21.6,1.14,0.0,0.0,Winter,No Holiday,Yes,December,17
14,3.1,1933,-20.0,1.07,0.0,0.0,Winter,No Holiday,Yes,December,17
15,2.0,2000,-18.5,0.85,0.0,0.0,Winter,No Holiday,Yes,December,17
16,2.3,2000,-17.5,0.54,0.0,0.0,Winter,No Holiday,Yes,December,17
17,2.4,2000,-17.0,0.17,0.0,0.0,Winter,No Holiday,Yes,December,17
18,1.8,2000,-17.2,0.01,0.0,0.0,Winter,No Holiday,Yes,December,17
19,1.1,2000,-17.3,0.0,0.0,0.0,Winter,No Holiday,Yes,December,17
20,0.8,2000,-16.8,0.0,0.0,0.0,Winter,No Holiday,Yes,December,17
21,0.7,2000,-16.4,0.0,0.0,0.0,Winter,No Holiday,Yes,December,17
22,0.6,1990,-15.3,0.0,0.0,0.0,Winter,No Holiday,Yes,December,17
23,0.7,2000,-14.8,0.0,0.0,0.0,Winter,No Holiday,Yes,December,17
0,0.6,2000,-14.6,0.0,0.0,0.0,Winter,No Holiday,Yes,December,18
1,0.4,1664,-14.6,0.0,0.0,0.0,Winter,No Holiday,Yes,December,18
2,0.4,990,-10.5,0.0,0.0,0.0,Winter,No Holiday,Yes,December,18
3,1.0,767,-8.8,0.0,0.0,0.0,Winter,No Holiday,Yes,December,18
4,0.7,270,-8.1,0.0,0.0,0.0,Winter,No Holiday,Yes,December,18
5,0.9,923,-8.0,0.0,0.0,0.0,Winter,No Holiday,Yes,December,18
6,0.9,271,-7.3,0.0,0.0,0.0,Winter,No Holiday,Yes,December,18
7,0.7,186,-7.1,0.0,0.0,0.0,Winter,No Holiday,Yes,December,18
8,1.2,508,-6.5,0.0,0.0,0.0,Winter,No Holiday,Yes,December,18
9,1.0,59,-5.8,0.0,0.0,0.0,Winter,No Holiday,Yes,December,18
10,1.0,541,-5.5,0.03,0.0,0.0,Winter,No Holiday,Yes,December,18
11,1.2,243,-5.0,0.06,0.0,0.0,Winter,No Holiday,Yes,December,18
12,1.2,351,-4.3,0.09,0.0,0.0,Winter,No Holiday,Yes,December,18
13,1.2,333,-3.2,0.09,0.0,0.0,Winter,No Holiday,Yes,December,18
14,0.9,364,-3.2,0.17,0.0,0.0,Winter,No Holiday,Yes,December,18
15,0.9,421,-2.7,0.6,0.0,0.0,Winter,No Holiday,Yes,December,18
16,0.8,410,-1.9,0.47,0.0,0.0,Winter,No Holiday,Yes,December,18
17,0.8,317,-1.9,0.15,0.0,0.0,Winter,No Holiday,Yes,December,18
18,0.6,277,-1.7,0.0,0.0,0.0,Winter,No Holiday,Yes,December,18
19,1.1,1122,-4.5,0.0,0.0,0.0,Winter,No Holiday,Yes,December,18
20,3.2,1172,-2.6,0.0,0.0,0.0,Winter,No Holiday,Yes,December,18
21,2.4,831,-1.5,0.0,0.0,0.0,Winter,No Holiday,Yes,December,18
22,2.4,537,-1.2,0.0,0.0,0.0,Winter,No Holiday,Yes,December,18
23,2.9,551,-2.7,0.0,0.0,0.0,Winter,No Holiday,Yes,December,18
0,2.3,881,-5.2,0.0,0.0,0.0,Winter,No Holiday,Yes,December,19
1,0.8,979,-6.3,0.0,0.0,0.0,Winter,No Holiday,Yes,December,19
2,0.9,990,-7.0,0.0,0.0,0.0,Winter,No Holiday,Yes,December,19
3,1.6,1315,-9.9,0.0,0.0,0.0,Winter,No Holiday,Yes,December,19
4,1.8,1286,-9.8,0.0,0.0,0.0,Winter,No Holiday,Yes,December,19
5,0.7,1209,-9.3,0.0,0.0,0.0,Winter,No Holiday,Yes,December,19
6,1.6,1169,-8.9,0.0,0.0,0.0,Winter,No Holiday,Yes,December,19
7,2.8,1367,-10.1,0.0,0.0,0.0,Winter,No Holiday,Yes,December,19
8,2.2,1594,-12.1,0.0,0.0,0.0,Winter,No Holiday,Yes,December,19
9,2.6,1810,-14.6,0.18,0.0,0.0,Winter,No Holiday,Yes,December,19
10,2.8,1815,-15.8,0.57,0.0,0.0,Winter,No Holiday,Yes,December,19
11,2.2,1742,-16.7,0.87,0.0,0.0,Winter,No Holiday,Yes,December,19
12,2.6,1778,-17.3,1.08,0.0,0.0,Winter,No Holiday,Yes,December,19
13,3.2,1970,-19.6,1.17,0.0,0.0,Winter,No Holiday,Yes,December,19
14,3.7,1971,-20.5,1.09,0.0,0.0,Winter,No Holiday,Yes,December,19
15,3.0,2000,-18.3,0.91,0.0,0.0,Winter,No Holiday,Yes,December,19
16,3.1,1993,-16.7,0.56,0.0,0.0,Winter,No Holiday,Yes,December,19
17,1.8,2000,-16.0,0.18,0.0,0.0,Winter,No Holiday,Yes,December,19
18,3.3,2000,-14.8,0.0,0.0,0.0,Winter,No Holiday,Yes,December,19
19,2.0,2000,-13.1,0.0,0.0,0.0,Winter,No Holiday,Yes,December,19
20,2.0,2000,-12.5,0.0,0.0,0.0,Winter,No Holiday,Yes,December,19
21,1.9,2000,-12.2,0.0,0.0,0.0,Winter,No Holiday,Yes,December,19
22,1.5,2000,-12.9,0.0,0.0,0.0,Winter,No Holiday,Yes,December,19
23,1.7,2000,-12.9,0.0,0.0,0.0,Winter,No Holiday,Yes,December,19
0,1.5,1666,-12.3,0.0,0.0,0.0,Winter,No Holiday,Yes,December,20
1,1.1,1593,-12.3,0.0,0.0,0.0,Winter,No Holiday,Yes,December,20
2,0.9,1642,-12.6,0.0,0.0,0.0,Winter,No Holiday,Yes,December,20
3,1.3,1557,-12.6,0.0,0.0,0.0,Winter,No Holiday,Yes,December,20
4,1.0,1723,-12.4,0.0,0.0,0.0,Winter,No Holiday,Yes,December,20
5,0.9,1566,-13.3,0.0,0.0,0.0,Winter,No Holiday,Yes,December,20
6,0.9,1718,-13.4,0.0,0.0,0.0,Winter,No Holiday,Yes,December,20
7,0.9,1737,-13.1,0.0,0.0,0.0,Winter,No Holiday,Yes,December,20
8,1.1,1738,-13.2,0.0,0.0,0.0,Winter,No Holiday,Yes,December,20
9,1.1,1749,-12.7,0.09,0.0,0.0,Winter,No Holiday,Yes,December,20
10,1.1,1751,-12.8,0.28,0.0,0.0,Winter,No Holiday,Yes,December,20
11,1.1,1772,-12.8,0.4,0.0,0.0,Winter,No Holiday,Yes,December,20
12,1.3,1723,-12.4,0.53,0.0,0.0,Winter,No Holiday,Yes,December,20
13,1.0,1777,-12.3,0.8,0.0,0.0,Winter,No Holiday,Yes,December,20
14,1.0,1793,-11.2,0.71,0.0,0.0,Winter,No Holiday,Yes,December,20
15,1.0,1852,-10.7,0.41,0.0,0.0,Winter,No Holiday,Yes,December,20
16,1.1,1722,-10.1,0.12,0.0,0.0,Winter,No Holiday,Yes,December,20
17,1.1,299,-5.6,0.02,0.0,0.0,Winter,No Holiday,Yes,December,20
18,1.6,702,-4.5,0.0,0.0,0.0,Winter,No Holiday,Yes,December,20
19,1.8,751,-4.3,0.0,0.0,0.0,Winter,No Holiday,Yes,December,20
20,0.9,700,-3.9,0.0,0.0,0.0,Winter,No Holiday,Yes,December,20
21,1.2,904,-4.5,0.0,0.0,0.0,Winter,No Holiday,Yes,December,20
22,0.4,929,-4.2,0.0,0.0,0.0,Winter,No Holiday,Yes,December,20
23,1.4,349,-2.9,0.0,0.0,0.0,Winter,No Holiday,Yes,December,20
0,2.0,259,-2.7,0.0,0.0,0.0,Winter,No Holiday,Yes,December,21
1,1.6,263,-3.2,0.0,0.0,0.0,Winter,No Holiday,Yes,December,21
2,1.4,348,-3.9,0.0,0.0,0.0,Winter,No Holiday,Yes,December,21
3,1.3,288,-4.4,0.0,0.0,0.0,Winter,No Holiday,Yes,December,21
4,1.2,241,-4.8,0.0,0.0,0.0,Winter,No Holiday,Yes,December,21
5,1.5,233,-5.5,0.0,0.0,0.0,Winter,No Holiday,Yes,December,21
6,1.1,266,-6.0,0.0,0.0,0.0,Winter,No Holiday,Yes,December,21
7,1.1,311,-6.6,0.0,0.0,0.0,Winter,No Holiday,Yes,December,21
8,0.9,371,-7.1,0.0,0.0,0.0,Winter,No Holiday,Yes,December,21
9,0.4,463,-6.9,0.21,0.0,0.0,Winter,No Holiday,Yes,December,21
10,0.7,608,-7.5,0.67,0.0,0.0,Winter,No Holiday,Yes,December,21
11,0.7,519,-7.0,0.77,0.0,0.0,Winter,No Holiday,Yes,December,21
12,2.0,1835,-10.3,1.04,0.0,0.0,Winter,No Holiday,Yes,December,21
13,1.8,1349,-8.5,1.08,0.0,0.0,Winter,No Holiday,Yes,December,21
14,2.3,953,-6.0,0.96,0.0,0.0,Winter,No Holiday,Yes,December,21
15,1.4,1113,-6.2,0.78,0.0,0.0,Winter,No Holiday,Yes,December,21
16,1.8,1112,-5.1,0.48,0.0,0.0,Winter,No Holiday,Yes,December,21
17,1.3,1193,-4.1,0.16,0.0,0.0,Winter,No Holiday,Yes,December,21
18,1.3,1140,-4.3,0.0,0.0,0.0,Winter,No Holiday,Yes,December,21
19,0.9,923,-3.8,0.0,0.0,0.0,Winter,No Holiday,Yes,December,21
20,0.7,990,-4.2,0.0,0.0,0.0,Winter,No Holiday,Yes,December,21
21,0.6,1065,-4.4,0.0,0.0,0.0,Winter,No Holiday,Yes,December,21
22,0.6,865,-4.4,0.0,0.0,0.0,Winter,No Holiday,Yes,December,21
23,0.6,821,-4.6,0.0,0.0,0.0,Winter,No Holiday,Yes,December,21
0,0.5,794,-4.8,0.0,0.0,0.0,Winter,Holiday,Yes,December,22
1,0.6,784,-4.7,0.0,0.0,0.0,Winter,Holiday,Yes,December,22
2,0.7,736,-4.2,0.0,0.0,0.0,Winter,Holiday,Yes,December,22
3,0.5,789,-4.3,0.0,0.0,0.0,Winter,Holiday,Yes,December,22
4,0.9,760,-4.0,0.0,0.0,0.0,Winter,Holiday,Yes,December,22
5,0.8,880,-4.4,0.0,0.0,0.0,Winter,Holiday,Yes,December,22
6,0.8,895,-4.7,0.0,0.0,0.0,Winter,Holiday,Yes,December,22
7,0.7,919,-4.7,0.0,0.0,0.0,Winter,Holiday,Yes,December,22
8,0.5,904,-5.4,0.0,0.0,0.0,Winter,Holiday,Yes,December,22
9,0.7,897,-5.1,0.03,0.0,0.0,Winter,Holiday,Yes,December,22
10,1.0,897,-4.6,0.25,0.0,0.0,Winter,Holiday,Yes,December,22
11,0.8,804,-4.6,0.63,0.0,0.0,Winter,Holiday,Yes,December,22
12,0.8,836,-3.5,0.71,0.0,0.0,Winter,Holiday,Yes,December,22
13,1.2,820,-2.9,0.66,0.0,0.0,Winter,Holiday,Yes,December,22
14,0.6,779,-2.4,0.48,0.0,0.0,Winter,Holiday,Yes,December,22
15,0.9,801,-1.9,0.38,0.0,0.0,Winter,Holiday,Yes,December,22
16,0.7,732,-1.6,0.19,0.0,0.0,Winter,Holiday,Yes,December,22
17,1.3,691,-1.5,0.08,0.0,0.0,Winter,Holiday,Yes,December,22
18,0.6,677,-1.5,0.0,0.0,0.0,Winter,Holiday,Yes,December,22
19,0.7,691,-1.0,0.0,0.0,0.0,Winter,Holiday,Yes,December,22
20,1.3,779,0.2,0.0,0.0,0.0,Winter,Holiday,Yes,December,22
21,2.2,763,1.0,0.0,0.0,0.0,Winter,Holiday,Yes,December,22
22,2.7,806,1.0,0.0,0.0,0.0,Winter,Holiday,Yes,December,22
23,2.5,832,1.5,0.0,0.0,0.0,Winter,Holiday,Yes,December,22
0,1.9,788,1.7,0.0,0.0,0.0,Winter,No Holiday,Yes,December,23
1,1.7,706,1.6,0.0,0.0,0.0,Winter,No Holiday,Yes,December,23
2,1.6,641,1.6,0.0,0.0,0.0,Winter,No Holiday,Yes,December,23
3,1.6,583,1.6,0.0,0.0,0.0,Winter,No Holiday,Yes,December,23
4,0.9,506,1.9,0.0,0.0,0.0,Winter,No Holiday,Yes,December,23
5,1.2,425,2.0,0.0,0.0,0.0,Winter,No Holiday,Yes,December,23
6,1.3,375,2.1,0.0,0.0,0.0,Winter,No Holiday,Yes,December,23
7,0.7,334,2.2,0.0,0.0,0.0,Winter,No Holiday,Yes,December,23
8,0.9,297,2.4,0.0,0.0,0.0,Winter,No Holiday,Yes,December,23
9,0.7,226,2.7,0.03,0.0,0.0,Winter,No Holiday,Yes,December,23
10,1.2,215,2.5,0.13,0.0,0.0,Winter,No Holiday,Yes,December,23
11,1.1,192,2.6,0.18,0.0,0.0,Winter,No Holiday,Yes,December,23
12,1.9,246,2.2,0.64,0.0,0.0,Winter,No Holiday,Yes,December,23
13,1.0,249,2.1,0.58,0.0,0.0,Winter,No Holiday,Yes,December,23
14,1.6,263,1.9,0.72,0.0,0.0,Winter,No Holiday,Yes,December,23
15,1.5,269,2.1,0.57,0.0,0.0,Winter,No Holiday,Yes,December,23
16,1.0,281,1.7,0.32,0.0,0.0,Winter,No Holiday,Yes,December,23
17,0.9,264,1.9,0.11,0.0,0.0,Winter,No Holiday,Yes,December,23
18,0.4,229,2.0,0.0,0.0,0.0,Winter,No Holiday,Yes,December,23
19,1.1,219,2.0,0.0,0.0,0.0,Winter,No Holiday,Yes,December,23
20,1.5,222,1.7,0.0,0.0,0.0,Winter,No Holiday,Yes,December,23
21,0.9,212,1.8,0.0,0.0,0.0,Winter,No Holiday,Yes,December,23
22,0.6,200,1.9,0.0,0.0,0.0,Winter,No Holiday,Yes,December,23
23,0.6,185,2.3,0.0,0.0,0.0,Winter,No Holiday,Yes,December,23
0,0.6,196,2.0,0.0,0.0,0.0,Winter,Holiday,Yes,December,24
1,0.5,197,2.0,0.0,0.0,0.0,Winter,Holiday,Yes,December,24
2,0.9,190,2.2,0.0,0.0,0.0,Winter,Holiday,Yes,December,24
3,0.8,190,2.3,0.0,0.0,0.0,Winter,Holiday,Yes,December,24
4,0.7,189,2.3,0.0,0.0,0.0,Winter,Holiday,Yes,December,24
5,0.6,185,2.2,0.0,0.0,0.0,Winter,Holiday,Yes,December,24
6,1.3,159,2.4,0.0,0.0,0.0,Winter,Holiday,Yes,December,24
7,1.1,100,3.0,0.0,0.0,0.0,Winter,Holiday,Yes,December,24
8,1.7,95,3.2,0.0,0.0,0.0,Winter,Holiday,Yes,December,24
9,0.9,90,3.7,0.0,0.0,0.0,Winter,Holiday,Yes,December,24
10,0.6,87,4.2,0.04,0.0,0.0,Winter,Holiday,Yes,December,24
11,0.8,156,3.8,0.05,0.0,0.0,Winter,Holiday,Yes,December,24
12,0.8,404,2.7,0.07,0.0,0.0,Winter,Holiday,Yes,December,24
13,0.7,744,2.2,0.15,0.0,0.0,Winter,Holiday,Yes,December,24
14,2.5,561,1.8,0.19,0.0,0.0,Winter,Holiday,Yes,December,24
15,2.0,380,1.4,0.08,0.0,0.0,Winter,Holiday,Yes,December,24
16,3.3,270,0.9,0.07,0.0,0.0,Winter,Holiday,Yes,December,24
17,2.6,605,0.0,0.04,0.0,0.0,Winter,Holiday,Yes,December,24
18,4.3,699,-0.8,0.01,0.0,0.0,Winter,Holiday,Yes,December,24
19,4.3999999999999995,695,-4.1,0.0,0.0,0.0,Winter,Holiday,Yes,December,24
20,3.3,506,-4.8,0.0,0.0,0.0,Winter,Holiday,Yes,December,24
21,3.5,477,-4.6,0.0,0.0,0.0,Winter,Holiday,Yes,December,24
22,2.7,565,-4.8,0.0,0.0,0.0,Winter,Holiday,Yes,December,24
23,3.2,884,-6.2,0.0,0.0,0.0,Winter,Holiday,Yes,December,24
0,2.4,1010,-6.5,0.0,0.0,0.0,Winter,Holiday,Yes,December,25
1,4.3,1429,-8.6,0.0,0.0,0.0,Winter,Holiday,Yes,December,25
2,4.1,1825,-10.1,0.0,0.0,0.0,Winter,Holiday,Yes,December,25
3,3.4,1947,-10.8,0.0,0.0,0.0,Winter,Holiday,Yes,December,25
4,3.2,2000,-11.7,0.0,0.0,0.0,Winter,Holiday,Yes,December,25
5,2.6,2000,-12.3,0.0,0.0,0.0,Winter,Holiday,Yes,December,25
6,3.0,2000,-13.0,0.0,0.0,0.0,Winter,Holiday,Yes,December,25
7,2.8,2000,-14.4,0.0,0.0,0.0,Winter,Holiday,Yes,December,25
8,3.0,2000,-15.3,0.0,0.0,0.0,Winter,Holiday,Yes,December,25
9,3.5,2000,-16.1,0.18,0.0,0.0,Winter,Holiday,Yes,December,25
10,3.7,1937,-16.9,0.57,0.0,0.0,Winter,Holiday,Yes,December,25
11,2.9,1984,-16.1,0.87,0.0,0.0,Winter,Holiday,Yes,December,25
12,2.5,1874,-15.8,1.18,0.0,0.0,Winter,Holiday,Yes,December,25
13,3.8,2000,-15.7,1.18,0.0,0.0,Winter,Holiday,Yes,December,25
14,2.0,2000,-15.5,1.1,0.0,0.0,Winter,Holiday,Yes,December,25
15,2.5,2000,-16.0,0.9,0.0,0.0,Winter,Holiday,Yes,December,25
16,2.0,2000,-16.4,0.58,0.0,0.0,Winter,Holiday,Yes,December,25
17,2.0,2000,-16.5,0.21,0.0,0.0,Winter,Holiday,Yes,December,25
18,2.0,2000,-15.8,0.0,0.0,0.0,Winter,Holiday,Yes,December,25
19,2.1,2000,-13.3,0.0,0.0,0.0,Winter,Holiday,Yes,December,25
20,1.7,2000,-11.4,0.0,0.0,0.0,Winter,Holiday,Yes,December,25
21,1.7,2000,-10.5,0.0,0.0,0.0,Winter,Holiday,Yes,December,25
22,1.7,2000,-9.6,0.0,0.0,0.0,Winter,Holiday,Yes,December,25
23,1.9,2000,-8.9,0.0,0.0,0.0,Winter,Holiday,Yes,December,25
0,1.0,1880,-8.6,0.0,0.0,0.0,Winter,No Holiday,Yes,December,26
1,1.3,2000,-7.8,0.0,0.0,0.0,Winter,No Holiday,Yes,December,26
2,1.0,1995,-7.0,0.0,0.0,0.0,Winter,No Holiday,Yes,December,26
3,1.0,1992,-7.3,0.0,0.0,0.0,Winter,No Holiday,Yes,December,26
4,1.4,1929,-6.9,0.0,0.0,0.0,Winter,No Holiday,Yes,December,26
5,0.8,1833,-6.3,0.0,0.0,0.0,Winter,No Holiday,Yes,December,26
6,0.7,1906,-6.9,0.0,0.0,0.0,Winter,No Holiday,Yes,December,26
7,1.9,1911,-7.0,0.0,0.0,0.0,Winter,No Holiday,Yes,December,26
8,2.2,1919,-7.7,0.0,0.0,0.0,Winter,No Holiday,Yes,December,26
9,2.9,1895,-11.3,0.16,0.0,0.0,Winter,No Holiday,Yes,December,26
10,4.1,1930,-15.2,0.53,0.0,0.0,Winter,No Holiday,Yes,December,26
11,4.3999999999999995,1887,-18.2,0.87,0.0,0.0,Winter,No Holiday,Yes,December,26
12,4.0,2000,-19.8,1.09,0.0,0.0,Winter,No Holiday,Yes,December,26
13,4.3999999999999995,1970,-25.2,1.18,0.0,0.0,Winter,No Holiday,Yes,December,26
14,4.3,2000,-21.6,1.11,0.0,0.0,Winter,No Holiday,Yes,December,26
15,4.3999999999999995,2000,-23.7,0.93,0.0,0.0,Winter,No Holiday,Yes,December,26
16,3.3,2000,-23.7,0.61,0.0,0.0,Winter,No Holiday,Yes,December,26
17,3.7,2000,-23.3,0.23,0.0,0.0,Winter,No Holiday,Yes,December,26
18,3.4,2000,-22.7,0.01,0.0,0.0,Winter,No Holiday,Yes,December,26
19,3.0,2000,-21.5,0.0,0.0,0.0,Winter,No Holiday,Yes,December,26
20,4.3999999999999995,2000,-20.1,0.0,0.0,0.0,Winter,No Holiday,Yes,December,26
21,3.2,2000,-18.2,0.0,0.0,0.0,Winter,No Holiday,Yes,December,26
22,3.1,2000,-19.1,0.0,0.0,0.0,Winter,No Holiday,Yes,December,26
23,3.1,2000,-19.7,0.0,0.0,0.0,Winter,No Holiday,Yes,December,26
0,2.2,2000,-20.0,0.0,0.0,0.0,Winter,No Holiday,Yes,December,27
1,1.8,2000,-19.7,0.0,0.0,0.0,Winter,No Holiday,Yes,December,27
2,1.5,2000,-20.7,0.0,0.0,0.0,Winter,No Holiday,Yes,December,27
3,1.0,2000,-21.1,0.0,0.0,0.0,Winter,No Holiday,Yes,December,27
4,2.3,2000,-22.4,0.0,0.0,0.0,Winter,No Holiday,Yes,December,27
5,1.9,2000,-21.7,0.0,0.0,0.0,Winter,No Holiday,Yes,December,27
6,1.7,2000,-21.7,0.0,0.0,0.0,Winter,No Holiday,Yes,December,27
7,2.3,2000,-21.7,0.0,0.0,0.0,Winter,No Holiday,Yes,December,27
8,1.8,2000,-22.7,0.0,0.0,0.0,Winter,No Holiday,Yes,December,27
